id,name,title,description
201309000003,김성태,"공약2 준공업지역 확실한 해제, 마무리하겠습니다.","염창,등촌,가양동 주민의 오랜 숙원인 준공업지역 해제가 목전에 있습니다. 이미 2008년 오세훈 전임 서울시장과 준공업지역 해제 합의에 도달했고, 2010년 6월 준공업지역 해제안이 서울시의회 도시관리위원회와 본회의를 통과했습니다. 그러나, 서울시 도시계획심의위원회에서 지역여론과 어긋나는 민주당 시의원의 마곡플랜트와의 연계 주장으로 그 이후부터 지금까지 최종해제절차가 지연되고 있는 상태입니다. 이로 인한 주민들의 불편과 손해는 나날이 이어지고 있습니다. 해결직전 단계에서 발목이 잡혀있는 준공업해제 문제는 서울시를 설득하고 국토해양부 등 관련 기관과의 협의하는 등 반드시 마무리 짓도록 하겠습니다. 따라서 준공업지역(염창,등촌,가양동) 내 무분별한 자동차 정비공장, 폐차장 등을 철거 및 정비하여 품격 높은 주거환경개선사업을 진행해 나가겠습니다.
",
201309000003,김성태,공약3 염창동 지역 내 일반고등학교 신설 및 강서구 학교시설 개선사업 지속적으로 진행,"염창동 지역의 경우, 아파트 비중이 높아 거주인구가 많고 자녀교육수요가 큽니다. 하지만, 염창동 지역에 초등학교와 중학교는 여럿 있지만 고등학교가 없어서 염창동에 거주하는 학생들은 다른 지역의 고등학교로 진학하고 있는 실정입니다. 이러한 어려움을 해결하기 위해 염창동 증미산 골프장 부지에 일반고등학교를 신설하여 명문고로 육성하겠습니다.
뿐만 아니라 강서 지역내 기존 초,중,고등학교에 대해서도 학생들이 보다 나은 교육 환경에서 학습할 수 있도록 시설 개선사업을 꾸준히 지속하겠습니다.
",
201309000003,김성태,공약 4 아라뱃길-김포공항-마곡을 잇는 서울 서남권 경제발전벨트 구축,"강서는 지난 수십년간 김포공항을 통해 서울의 하늘길 길목이 되어왔으며, 최근 경인 아라뱃길의 완공으로 서울의 바닷길로의 관문이 될 예정입니다. 이같은 지리적 이점을 최대한 활용하여 지역 발전을 이루기 위해서는 인천공항 개장 이후 침체되고 있던 김포공항을 활성화하고, 해상 물류 체계를 재편하는 것이 필요합니다.
이를 위해 김포공항과 동남아시아 간의 항공노선 확대를 추진하고, 김포공항 주변의 상권을 보다 활성화하겠습니다. 경인 아라뱃길을 통한 대중국 무역 기반을 조성하고, 특히 주거지와 혼재된 가운데 지역 주거환경에 불편을 초래하고 있는 중고차 매매상을 중고자동차 수출물류센터의 형태로 김포터미널로 이전할 수 있도록 추진하겠습니다. 아울러 마곡 지구와 공항, 아라뱃길과의 연계성을 높여 마곡지구 내로 유치되는 대기업의 첨단산업연구단지가 고급 연구인력을 원활히 확보하고, 사업을 진행해나가는 데에 어려움이 없도록 하겠습니다.
강서가 하늘길과 바닷길을 잇는 교통의 요충지로서 서울 서남권 경제 발전벨트의 중심이 될 수 있도록 노력하겠습니다.
",
201309000003,김성태,공약 5 강서장애인헬스케어센터 건립,"강서지역에는 많은 장애인들이 살고 있지만 장애인들을 위한 시설이나 복지 정책은 여전히 부족한 상황입니다. 요람에서 무덤까지  건강, 복지, 일자리 등의 전반적인 분야에서 장애인들의 삶의 질을 높여줄 복합 서비스 공간이 될 강서장애인헬스케어센터를 건립하겠습니다.
지상15층, 총 면적 26,400㎡(8,000평), 총 사업비 800억원 규모로 건립할 강서장애인헬스케어센터에서는 장애인들을 대상으로 재활운동, 수영, 헬스, 스파 및 건강관리, 건강검진, 장애인전용 치과, 이비인후과, 문화, 교양, 직업교육 등의 서비스가 제공되며, 장애인자립일터도 입주하게 됩니다. 아울러 충분한 장애인전용주차장을 구비하여 이용에 불편함이 없도록 할 예정입니다. 강서구에 거주하는 많은 장애인과 그 가족 여러분이 전혀 어려움 없이 서비스를 누리실 수 있도록 시설 준비에 만전을 기하겠습니다.
",
201309000004,김영주,영등포 발전의 걸림돌‘준공업지역’해법 추진,"○ 영등포(갑)지역구 전체 80.4%(9.10㎢) 준공업지역, 영등포의 쾌적한 도시환경, 도시 균형발전을 위해 준공업지역 해제, 규제완화 추진
○ 국회의사당 등과 용도교환을 통해 준공업지역을 주거 및 상업용지로 전환
○ 준공업지역도 환승역 역세권 개발대상이 되도록 입법 추진
",
201309000004,김영주,도시재생 사업으로 영등포 주거환경개선 및 서민주거권 보호,"○ 뉴타운·재개발·재건축사업 지역 주민갈등 해소, 원활한 사업추진 및 서민층 주거권보호, 소형주택 및 공공임대주택 확대
○ 사업시행인가 완료구역 정책지원, 주민 분담금 완화 및 용적률 확대 추진
",
201309000004,김영주,"문화향기 넘치는 영등포, 공원속의 영등포로 영등포구민 삶의 질 향상","○ 문래동 공공용지(12,940㎡)에 대표도서관 및 영등포복합문화센터 건립
○ 당산동 기부채납지(2,937㎡) 활용 영등포 글로벌청소년교육센터 건립
○ 국고 유치로 수영장 갖춘 제2구민체육센터 조기완공
○ 서울시 평균의 1/4인 영등포 녹지공원 면적을 서울시 수준으로 확충 추진
○ 국회대로 지하화 사업과 연계 한강-안양천 연결 숲길 및 경부 철로변 숲길 조성
○ 문래동 및 영등포동의 도시환경정비사업 활용 녹지공원 조성
",
201309000004,김영주,"활기찬 경제 영등포, 일자리 만드는 희망 영등포  ","○ 대형마트·SSM 영업시간 제한, 골목상권 전통시장 지원으로 지역상권 활성화
○ 자영업, 영세사업자 카드수수료인하, 부가세 간이과세대상 7백만원으로 확대
○ ‘노동복지센터’ 설립하여 청년일자리 및 베이비붐 세대 전직·재취업 지원
○ 근로복지공단 이전 부지, 공공기관 유치로 지역경제 활성화

",
201309000004,김영주,효도하는 영등포 및 교육·복지 등 생활환경 업그레이드,"○ ‘어버이날’을 공휴일로 지정, 경로효친사상 확산, 기초노령연금 인상？급여대상 확대, 어르신건강증진센터 설립, 어른신 일자리 확충 등 효도하는 영등포
○ 산후조리원 조리비 의료보험화, 국공립보육시설 확충, 보육비지원 등 아이 키우기 좋은 영등포
○ 초·중·고등학교 흙먼지 없는 운동장 조성, 1교 1체육관(강당) 완비 등 교육환경 및 학력향상
○ 버스노선 조정 및 버스정류장 안내단말기(BIT사업)설치 등 교통편한 영등포구현
",
201309000005,김용태,1. 경인고속도로 지하화 착공,"경인고속도로 지하화 사업
도로 양변의 도시계획 변경
김포공항-구로 연결 전철사업
원안대로 반드시 실시하겠습니다

경인고속도로 지하화 사업(제물포터널 사업)은 신월 IC에서 여의도까지 지하 50m 깊이의 대심도터널 방식으로 건설되는 대규모 민자투자사업입니다.
제물포터널 사업은 2008년부터 추진되어 2010년 ①경제개발연구원(KDI)의 사업타당성 심사, ②서울시 재정심의위원회 심의, ③기획재정부 사업 적격성 및 타당성 심의로 모두 완료하였습니다.

착공에 필요한 모든 절차 끝난 상황
2011년 ④3자 공고, ⑤우선협상 대상자 지정, ⑥기본 설계 VE 착수 등 필요한 모든 절차를 진행해 왔지만 정작 막판에 착공에 돌입하지 못하고 있습니다.
그러나 이 사업은 조금 늦더라도 정상적으로 추진될 것입니다. 왜냐하면 서울시가 모든 필요한 절차를 다 마친 상태에서 사업을 진행하지 않을 이유가 없기 때문입니다.

안 할 이유도 없고 안 할 수도 없습니다

제물포터널 사업이 착공되면 현재 슬럼화 되어 있는 도로 주변에 대한 도시계획 변경을 추진하여 이 지역에 오피스타운, 쇼핑지대를 유치해야 하기 때문입니다. 또한 이렇게 해서 유동인구가 늘어나게 되면, 현재 중단된 우리 신정동과 신월동 일대를 관통하여 구로로 이어지는 전철 지선 사업을 기필코 착공시키겠습니다.
",
201309000005,김용태,2. 항구적 수방대책 사업 마무리,"물차는 동네의 오명을 벗는
예산 1650억원 규모의 사업
차질 없이 완료시키겠습니다

2010년 추석 연휴 전날의 대폭우로 5천여 세대가 침수된 참상을 잊을 수가 없습니다. ‘아내 없인 살아도 장화 없인 못 산다’는 오명을 벗겨내는 공사가 시작되었습니다.
그날 이후 저는 기획재정부, 환경부, 소방방재청, 서울시, 양천구와 함께 거의 한 달에 2회에 걸친 관계기관대책회의를 소집, 수방대책 마련을 다그쳤습니다.

부처간 책임 떠넘기기 가까스로 돌파

피말리는 줄달리기 끝에, 드디어 2011년 연말 국회에서는 양천·강서 지역의 항구적 수방대책사업으로 총 1650억원 예산이 통과되었습니다. 대심도수로터널 및 각종 수방사업이 공청회 등의 소정의 절차를 마치고 곧 발주에 들어갑니다.
총 공사기간 3년 반 동안 순조롭게 공사를 진행해, 지긋지긋한 수해의 악몽을 종결시킬 것임을 약속드립니다.
",
201309000005,김용태,3. 서부트럭터미널 복합개발 완성,"지하는 터미널, 지상은 복합개발
토지분쟁 소송 후 즉시
개발을 시작하겠습니다

많은 분들이 서부트럭터미널 부지가 서울시나 양천구 소유의 땅으로 알고 계십니다만 엄연한 사유지입니다. 게다가 이 부지는 그린벨트입니다.
사정이 이렇다 보니 서울시나 양천구에서 이렇다하게 손을 쓰지도 못했습니다. 그렇다고 트럭터미널이 이전해오라고 요청할 지자체도 없고 말입니다.
저는 새로운 해법을 찾기 위해 서울시 및 양천구 그리고 당사자인 주식회사 서부트럭터미널과 끈질기게 관계기관 대책회의를 개최하였습니다.

현재 소송중인 토지분쟁이 끝나면 개발 착수

그 결과 ①녹지를 해제하되 개발이익을 투명하게 환수하고 ②주민불편을 덜기 위해 터미널은 지하에 건설하며 ③지상은 다양하게 복합개발하는 해법을 마련했습니다.
마지막 난관은 터미널 부지 내 3필지가 다른 지주 소유인 바, 터미널과 지주간에 고등법원에서 재판을 하고 있다는 점입니다.
누가 이기든 간에 재판이 끝나자마자 그간 준비한 해법대로 터미널부지 개발계획을 즉시 추진하겠습니다.
",
201309000005,김용태,4. 양천을 지역에 명문학교 유치,"대일학원-SH공사 사이에
신정3지구 학교부지 곧 계약
‘좋은 학교 만들기 사업’
화룡점정을 찍겠습니다

양천구의 최대 문제는 정치적 경계인 양천 갑과 을 지역의 경제적·교육적 격차가 크다는 것입니다. 특히 교육특구라는 명성은 갑 지역만의 얘기였습니다.

학교 주변 CCTV 설치 확대를 통한 방범 강화

그간 저는 을 지역의 교육 환경 개선을 위해 필사적으로 뛰었습니다. 특히 학부모들이 ‘좋은 학교 만들기 사업’에 적극 참여, 대대적인 청원 작업을 벌인 결과 관내 모든 학교에 걸쳐 천정형 에어컨 설치, 이중 방음창 설치 등이 완료되었습니다.
학교 주변을 중심으로 2008년 대비 4배 이상 방범 CCTV가 설치되어 학생 안전 환경이 상당히 개선되었습니다. 저는 앞으로도 CCTV의 설치를 꾸준히 늘리겠습니다.

학교가 동네 가치를 올립니다

신정3동 이펜하우스 단지 내 학교부지에 최고 수준의 명문 외국어고등학교와 관광디자인고등학교가 이전해 오기로 확정된 바, 학교법인과 양천구청 간의 ‘실행협약’이 지난 3월 13일 체결되었습니다. 이 과정에서 학교 부지 주변의 주민들 8천여 분이 ‘SH공사는 조성원가대로 학교법인에 토지를 넘겨달라’는 청원을 저에게 보내주셨고, 이를 근거로 SH공사와 끈질긴 협상 끝에 이를 성사시켰습니다.
명문고등학교 교사의 신축과 완공 마지막 단계까지 필사적으로 노력하여 양천을의 가치를 한 단계 업그레이드 시키겠습니다.
",
201309000005,김용태,5. 항공기 소음 소송비 일부 반환,"고등법원서 원고인 주민들 패소
대법원도 패소할 경우 반환받도록
앞장서겠습니다

2006년에 시작된 항공기소음피해 배상 소송은 정신조씨를 대표자, 오정현씨를 수임변호사로 선정하고, 약 3만여 분에 달하는 주민들로부터 소송대리비로 5만원씩을 거두어 재판을 시작하였습니다.
2009년 원고인 주민들이 일부 승소하였고, 3만여 분이 추가로 소송에 참여했습니다. 그러나 작년 12월말 2심 재판부는 원고 패소 판결을 내렸습니다.
그간 2심 재판부는 ‘소음피해범위 산정’을 놓고 제3자이면서 객관적인 서울대 소음환경연구소에 감정의뢰하기로 하였으나, 원고 측이 이에 응하지 않으면서 1심 판결이 뒤집힌 것입니다.

대법원에서도 지면 소송대리비는?

원고측 변호사는대법원에 항소하였지만, 그 결과가 언제 어떻게 나올지는 현재로서는 알 수 없습니다.
저는 대법원에서도 원고 패소 판결이 나오면 주민들이 내신 소송대리비 일부를 반환받는 절차를 책임지고 주민들과 함께 진행시키겠습니다.
",
201309000006,김을동,1. 송파구를『동남권의 명품 문화예술·보육·복지 복합단지』로 만들겠습니다.,"■ 정책목표
 ○ 7만8,758㎡ 성동구치소 부지에  ‘송파문화공연예술복합센터’ 및 노인과 장애인등 복지필요계층을 위한 맞춤형 친환경 복지시설 조성
 - ‘송파문화공연예술복합센터’를 조성하여, 문화예술 도시로서의 기반을 갖추고, 지역주민의 문화욕구를 충족시키고자 함.
 - 주민 누구나 부담없이 이용할 수 있는 국/공립/공공형 보육시설(오후 10시까지 운영)을 설치
 - 보육시설 이용여부와 상관없이 0~5세 영유아 및 어머니들의 건강을 지켜주는 ‘모자건강지킴이 서비스(산부인과, 가정의학과, 내과, 치과, 상담 등 모자건강관리 전용 과목과 의료인력 배치)’ 및 기타 다양한 형태의 체험놀이시설 및 도서관, 키즈앤맘 전용 카페, 친환경 녹지공간 및 공연시설 등을 설치, 선진 보육환경 여건 조성
 - 복지필요계층의 삶의 질을 향상을 위하여 노인 및 장애인을 위한 복지·체육시설 확충

■ 추진계획
 - 송파구/구의회/주민이 참여하는 혐의체 구성하여 부지 매입과 관련하여 서울시 등과 협의 추진
   (세부협의내용 : 성동구치소 부지 내 송파문화공연예술복합센터 부지, 복지필요계층을 위한 친환경 복지시설 부지 기부채납 추진 또는 일부 매입)
 - 교통영향평가 등 시행
 - 송파구 국공립/공공형 영유아보육시설이 인구대비 50% 이상 설치되도록 서울시와 협조

■ 재원마련계획
 - 서울시와 송파구가 각각 5:5 매칭펀드 방식
 - 친환경 복지시설의 경우 국가와 지자체가 돌봐야할 복지필요계층임을 감안, 정부와 지자체 간 5:5 매칭펀드 방식(정부 5, 서울시 2.5, 송파구 2.5)의 복지예산 지원
",
201309000006,김을동,2. 송파구 지역 경제에 활기를 불어넣어줄 핵심상업지구를 조성하겠습니다.,"■ 정책목표
 - 5만 192㎡ 중앙전파관리소 부지에, 외국인 관광객 및 비즈니스맨 유치가 가능하도록 5성급 호텔과 쇼핑, 비즈니스단지 등이 밀집한 핵심상업지구를 조성

■ 추진계획
 - 중앙전파관리소의 조속한 이전을 위하여 ‘적합부지 선정을 위한 중앙부처, 서울시, 경기도 공동행정협의체’ 구성 및 협의추진
 - 중앙전파관리소 이전의 새로운 걸림돌인 『수도권정비계획법』개정 등 관련 법안 제·개정 추진
 - 중앙전파관리소 부지 용도변경
 - 건축·교통영향평가 등 시행

■ 재원마련계획
 - 동 사업은 부지규모와 지구 특성상 은평뉴타운 중심상업지 개발사업과 거의 흡사함. 은평뉴타운 중심상업지 개발사업 예산은 1조3,217억원(토지비 5,000억원, 직접공사비 5,002억원, 판매 및 금융비용 3,215억원)으로 예상.
 - 그러나 ‘SH공사-현대건설 컨소시엄’이 개발을 주관하듯이, 별도의 재원마련 필요없이 민간 투자회사 또는 개발업체와의 사업협약을 통해 개발 추진이 가능함.

",
